Name,Protein name,Orientation,Length
Q15884,Endosomal transmembrane epsin interactor 1 (Endosomal transmembrane binding with epsin),i7-27o86-107i,450
Q16515,"Acid-sensing ion channel 2 (ASIC2) (Amiloride-sensitive brain sodium channel) (Amiloride-sensitive cation channel 1, neuronal) (Amiloride-sensitive cation channel neuronal 1) (Brain sodium channel 1) (BNC1) (BNaC1) (Mammalian degenerin homolog) (MDEG)",i43-59o435-455i,512
Q16558,"Calcium-activated potassium channel subunit beta-1 (BK channel subunit beta-1) (BKbeta) (BKbeta1) (Hbeta1) (Calcium-activated potassium channel, subfamily M subunit beta-1) (Calcium-activated potassium channel subunit beta) (Charybdotoxin receptor subunit beta-1) (K(VCA)beta-1) (Maxi K channel subunit beta-1) (Slo-beta-1) (Slo-beta)",i16-36o158-178i,191
Q16821,Protein phosphatase 1 regulatory subunit 3A (Protein phosphatase 1 glycogen-associated regulatory subunit) (Protein phosphatase type-1 glycogen targeting subunit) (RG1),i1078-1090o1094-1103i,1122
Q2TAA5,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)",i20-30o31-42i,492
Q3MIR4,Cell cycle control protein 50B (P4-ATPase flippase complex beta subunit TMEM30B) (Transmembrane protein 30B),i34-55o316-340i,351
Q3SXM5,Inactive hydroxysteroid dehydrogenase-like protein 1 (Short chain dehydrogenase/reductase family 12C member 3),i24-35o36-45i,330
Q3SYC2,2-acylglycerol O-acyltransferase 2 (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2) (MGAT2) (hMGAT2) (Diacylglycerol O-acyltransferase candidate 5) (hDC5) (Diacylglycerol acyltransferase 2-like protein 5) (Monoacylglycerol O-acyltransferase 2),i18-45o46-59i,334
Q3ZAQ7,Vacuolar ATPase assembly integral membrane protein VMA21 (Myopathy with excessive autophagy protein),i27-48o66-86i,101
Q4ZHG4,Fibronectin type III domain-containing protein 1 (Activation-associated cDNA protein) (Expressed in synovial lining protein),o721-730i1443-1452o,1894
Q53EP0,Fibronectin type III domain-containing protein 3B (Factor for adipocyte differentiation 104) (HCV NS5A-binding protein 37),i1181-1191o1192-1201i,1204
Q53F39,Metallophosphoesterase 1 (EC 3.1.-.-) (Post-GPI attachment to proteins factor 5),i26-41o356-374i,396
Q58HT5,Acyl-CoA wax alcohol acyltransferase 1 (EC 2.3.1.75) (Diacylglycerol O-acyltransferase 2-like protein 3) (Diacylglycerol acyltransferase 2) (Long-chain-alcohol O-fatty-acyltransferase 1),i18-38o41-54i,328
Q5MY95,Ectonucleoside triphosphate diphosphohydrolase 8 (E-NTPDase 8) (NTPDase 8) (NTPDase8) (EC 3.6.1.5),i9-30o469-491i,495
Q5RI15,"Cytochrome c oxidase assembly protein COX20, mitochondrial",i34-55o61-75i,118
Q5T0T0,E3 ubiquitin-protein ligase MARCHF8 (EC 2.3.2.27) (Cellular modulator of immune recognition) (c-MIR) (Membrane-associated RING finger protein 8) (Membrane-associated RING-CH protein VIII) (MARCH-VIII) (RING finger protein 178) (RING-type E3 ubiquitin transferase MARCHF8),i159-177o197-217i,291
Q5TGZ0,MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1),i14-34o40-55i,78
Q643R3,Lysophospholipid acyltransferase LPCAT4 (1-acylglycerol-3-phosphate O-acyltransferase 7) (1-AGP acyltransferase 7) (1-AGPAT 7) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (1-alkenylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.121) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acyltransferase-like 3) (Lysophosphatidylcholine acyltransferase 4) (Lysophosphatidylethanolamine acyltransferase 2) (EC 2.3.1.n7) (Plasmalogen synthase),i44-54o55-64i,524
Q69384,Endogenous retrovirus group K member 6 Env polyprotein (EnvK2 protein) (Envelope polyprotein) (HERV-K(C7) envelope protein) (HERV-K(HML-2.HOM) envelope protein) (HERV-K108 envelope protein) (HERV-K_7p22.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i79-88o638-651i,699
Q6DD88,Atlastin-3 (EC 3.6.5.-),i444-464o472-490i,541
Q6E213,Acyl-CoA wax alcohol acyltransferase 2 (EC 2.3.1.75) (11-cis-specific retinyl-ester synthase) (11-cis-RE-synthase) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diacylglycerol O-acyltransferase 2-like protein 4) (Diacylglycerol O-acyltransferase candidate 4) (hDC4) (Long-chain-alcohol O-fatty-acyltransferase 2) (Multifunctional O-acyltransferase) (Wax synthase) (hWS),i15-42o45-58i,333
Q6NT55,Ultra-long-chain fatty acid omega-hydroxylase (EC 1.14.14.177) (Cytochrome P450 4F22),i23-33o34-43i,531
Q6P1M0,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),i18o22-35i,643
Q6P1Q0,LETM1 domain-containing protein 1 (Cervical cancer 1 proto-oncogene protein p40) (Cervical cancer proto-oncogene 2 protein) (HCCR-1) (HCRR-2),i138-148o149-158i,360
Q6P5S7,Ribonuclease kappa (RNase K) (RNase kappa) (EC 3.1.-.-) (V-type proton ATPase subunit f) (V-ATPase subunit f),i52-72o104-124i,137
Q6PCB7,Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-),i5-20o24-37i,646
Q6PEY1,Transmembrane protein 88,i38-58o87-107i,159
Q6UXV4,MICOS complex subunit MIC27 (Apolipoprotein O-like) (Protein FAM121A),i111-129o138-151i,268
Q6ZMZ0,E3 ubiquitin-protein ligase RNF19B (EC 2.3.2.31) (IBR domain-containing protein 3) (Natural killer lytic-associated molecule) (RING finger protein 19B),i361-371o372-381i,732
Q6ZPD8,Diacylglycerol O-acyltransferase 2-like protein 6 (EC 2.3.1.-) (Diacylglycerol O-acyltransferase candidate 3) (hDC3),i16-42o45-58i,337
Q70CQ3,Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30),i33-43o44-53i,517
Q7L5N7,Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha),i59-69o70-86i,544
Q7Z412,Peroxisome assembly protein 26 (Peroxin-26),i250-260o261-270i,305
Q7Z5N4,Protein sidekick-1,i82-91o2009-2030i,2213
Q86T03,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 1 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase I) (Transmembrane protein 55B)",i213-231o247-264i,277
Q86UD3,E3 ubiquitin-protein ligase MARCHF3 (EC 2.3.2.27) (Membrane-associated RING finger protein 3) (Membrane-associated RING-CH protein III) (MARCH-III) (RING finger protein 173) (RING-type E3 ubiquitin transferase MARCHF3),i146-167o184-204i,253
Q86VF5,2-acylglycerol O-acyltransferase 3 (EC 2.3.1.20) (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 3) (MGAT3) (Diacylglycerol O-acyltransferase candidate 7) (hDC7) (Diacylglycerol acyltransferase 2-like protein 7) (Monoacylglycerol O-acyltransferase 3),i29-49o52-65i,341
Q86W47,"Calcium-activated potassium channel subunit beta-4 (BK channel subunit beta-4) (BKbeta4) (Hbeta4) (Calcium-activated potassium channel, subfamily M subunit beta-4) (Charybdotoxin receptor subunit beta-4) (K(VCA)beta-4) (Maxi K channel subunit beta-4) (Slo-beta-4)",i20-40o168-188i,210
Q86X29,Lipolysis-stimulated lipoprotein receptor (Angulin-1),i70-79o260-281i,649
Q86XS8,E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (Goliath homolog) (H-Goliath) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130),o195-215i386-405o,419
Q86YJ5,E3 ubiquitin-protein ligase MARCHF9 (EC 2.3.2.27) (Membrane-associated RING finger protein 9) (Membrane-associated RING-CH protein IX) (MARCH-IX) (RING finger protein 179) (RING-type E3 ubiquitin transferase MARCHF9),i185-204o219-239i,346
Q8IV31,Transmembrane protein 139,i14-31o38-59i,216
Q8N4L2,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 2 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase II) (Transmembrane protein 55A)",i196-211o225-243i,257
Q8N4V1,ER membrane protein complex subunit 5 (Membrane magnesium transporter 1) (Transmembrane protein 32),i8-25o43-63i,131
Q8N511,Transmembrane protein 199,i146-167o179-198i,208
Q8N6D2,E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182),i184-205o211-231i,247
Q8N9A8,Nuclear envelope phosphatase-regulatory subunit 1 (NEP1-R1) (Transmembrane protein 188),i33-51o69-85i,125
Q8N9F0,N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (Camello-like protein 3) (N-acetyltransferase 8-like protein),i117-133o134-148i,302
Q8NC56,LEM domain-containing protein 2 (hLEM2),i213-231o377-397i,503
Q8NE86,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",i234-256o266-283i,351
Q8NF37,Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3),i51-61o62-71i,534
Q8NHE4,V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Lysosomal 9 kDa H(+)-transporting ATPase V0 subunit e2) (Vacuolar proton pump subunit e 2),o8-28i36-56o,81
Q8NHH9,Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2),i476-492o500-521i,583
Q8TCG5,"Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)",i50-77o101-126i,803
Q8TCQ1,E3 ubiquitin-protein ligase MARCHF1 (EC 2.3.2.27) (Membrane-associated RING finger protein 1) (Membrane-associated RING-CH protein I) (MARCH-I) (RING finger protein 171) (RING-type E3 ubiquitin transferase MARCHF1),i159-177o197-217i,289
Q8TDB4,Protein MGARP (Corneal endothelium-specific protein 1) (CESP-1) (Hypoxia up-regulated mitochondrial movement regulator protein) (Mitochondria-localized glutamic acid-rich protein) (Ovary-specific acidic protein),i43-53o54-63i,240
Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform (CPT1-M) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, muscle isoform) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B) (Carnitine palmitoyltransferase I-like protein)",i60-75o105-124i,772
Q92543,Sorting nexin-19,i29-47o48-66i,992
Q92968,Peroxisomal membrane protein PEX13 (Peroxin-13),i233-243o244-253i,403
Q93086,P2X purinoceptor 5 (P2X5) (ATP receptor) (Purinergic receptor),i29-50o329-338i,422
Q969X5,Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32),i25-45o252-270i,290
Q96A57,Transmembrane protein 230,i46-66o79-95i,120
Q96AN5,Transmembrane protein 143,i279-301o306-321i,459
Q96D05,Protein FAM241B,i89-101o105-114i,121
Q96DW6,Mitochondrial glycine transporter (Appoptosin) (Mitochondrial glycine transporter GlyC) (Solute carrier family 25 member 38),i214-224o225-234i,304
Q96E52,"Metalloendopeptidase OMA1, mitochondrial (EC 3.4.24.-) (Metalloprotease-related protein 1) (MPRP-1) (Overlapping with the m-AAA protease 1 homolog)",i192-202o203-212i,524
Q96FT7,"Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)",i69-89o446-466i,539
Q96G97,Seipin (Bernardinelli-Seip congenital lipodystrophy type 2 protein),i27-53o231-252i,398
Q96HD1,Protein disulfide isomerase CRELD1 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 1),o363-383i387-405o,420
Q96IX5,"ATP synthase membrane subunit K, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)",i27-37o38-47i,58
Q8WTV0,"Scavenger receptor class B member 1 (SRB1) (CD36 and LIMPII analogous 1) (CLA-1) (CD36 antigen-like 1) (Collagen type I receptor, thrombospondin receptor-like 1) (SR-BI) (CD antigen CD36)",i9-29o440-464i,552
Q8WUU8,Transmembrane protein 174,i38-60o73-90i,243
Q8WW34,Transmembrane protein 239,i111-120o157-170i,195
Q8WWF5,E3 ubiquitin-protein ligase ZNRF4 (EC 2.3.2.27) (Nixin) (RING finger protein 204) (RING-type E3 ubiquitin transferase ZNRF4) (Zinc/RING finger protein 4),i85-94o255-275i,429
Q8WXF7,Atlastin-1 (EC 3.6.5.-) (Brain-specific GTP-binding protein) (GTP-binding protein 3) (GBP-3) (hGBP3) (Guanine nucleotide-binding protein 3) (Spastic paraplegia 3 protein A),i449-462o479-494i,558
Q8WZ55,Barttin,i9-27o34-54i,320
Q96KR6,"Protein FAM210B, mitochondrial",i99-119o150-170i,192
Q96PD6,2-acylglycerol O-acyltransferase 1 (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 1) (MGAT1) (Diacylglycerol O-acyltransferase candidate 2) (hDC2) (Diacylglycerol acyltransferase 2-like protein 1) (Monoacylglycerol O-acyltransferase 1),i19-44o48-60i,335
Q96PD7,Diacylglycerol O-acyltransferase 2 (EC 2.3.1.20) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase 2),i76-96o100-111i,388
Q96RQ1,Endoplasmic reticulum-Golgi intermediate compartment protein 2,i33-52o314-340i,377
Q96S52,GPI transamidase component PIG-S (Phosphatidylinositol-glycan biosynthesis class S protein),i19-36o519-538i,555
Q96TA2,ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin-associated metalloprotease) (PAMP) (YME1-like protein 1),i293-303o304-313i,773
Q99571,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),i28-49o343-361i,388
Q99572,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),i28-48o330-355i,595
Q99712,"ATP-sensitive inward rectifier potassium channel 15 (Inward rectifier K(+) channel Kir1.3) (Inward rectifier K(+) channel Kir4.2) (Potassium channel, inwardly rectifying subfamily J member 15)",i67-91o143-161i,375
Q9BQA9,Cytochrome b-245 chaperone 1 (Essential for reactive oxygen species protein) (Eros),i23-40o49-60i,187
Q9BSE4,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,i279-296o302-314i,406
Q9BSJ8,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),i54-75o76-91i,1104
Q9BUB7,"Transmembrane protein 70, mitochondrial",i107-127o140-162i,260
Q9BUR5,MICOS complex subunit MIC26 (Apolipoprotein O) (MICOS complex subunit MIC23) (Protein FAM121B),i108-118o119-128i,198
Q9BV35,Mitochondrial adenyl nucleotide antiporter SLC25A23 (Mitochondrial ATP-Mg/Pi carrier protein 2) (Short calcium-binding mitochondrial carrier protein 3) (SCaMC-3) (Solute carrier family 25 member 23),i376-385o388-400i,468
Q9BVV7,"Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)",i109-119o120-129i,248
Q9BWM7,Sideroflexin-3,i225-236o237-246i,321
Q9BX74,TM2 domain-containing protein 1 (Amyloid-beta-binding protein) (hBBP),o123-132i146-168o,207
Q9BY50,Signal peptidase complex catalytic subunit SEC11C (EC 3.4.21.89) (Microsomal signal peptidase 21 kDa subunit) (SPase 21 kDa subunit) (SEC11 homolog C) (SEC11-like protein 3) (SPC21),i34-54o174-188i,192
Q9C0E8,Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark),i46-66o74-94i,428
Q9H3Z4,DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein) (CSP),i104-114o115-125i,198
Q9H6L2,Transmembrane protein 231,i23-43o268-292i,316
Q9H813,Proton-activated chloride channel (PAC) (hPAC) (Acid-sensitive outwardly-rectifying anion channel) (ASOR) (Proton-activated outwardly rectifying anion channel) (PAORAC) (Transmembrane protein 206) (hTMEM206),i65-85o302-318i,350
Q9H9B4,Sideroflexin-1,i226-237o238-247i,322
Q9HBM0,Vezatin,i144-166o169-185i,779
Q9HC21,Mitochondrial thiamine pyrophosphate carrier (Mitochondrial thiamine pyrophosphate transporter) (MTPPT) (Mitochondrial uncoupling protein 1) (Solute carrier family 25 member 19),i289-300o301-310i,320
Q9HD23,"Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)",i342-361o373-393i,443
Q9NP85,Podocin,i103-113o114-123i,383
Q9NPA1,"Calcium-activated potassium channel subunit beta-3 (BK channel subunit beta-3) (BKbeta3) (Hbeta3) (Calcium-activated potassium channel, subfamily M subunit beta-3) (Charybdotoxin receptor subunit beta-3) (K(VCA)beta-3) (Maxi K channel subunit beta-3) (Slo-beta-3)",i59-80o210-230i,279
Q9NPI9,"Inward rectifier potassium channel 16 (Inward rectifier K(+) channel Kir5.1) (Potassium channel, inwardly rectifying subfamily J member 16)",i72-95o146-166i,418
Q9NQZ7,Ectonucleoside triphosphate diphosphohydrolase 7 (NTPDase 7) (EC 3.6.1.15) (Lysosomal apyrase-like protein 1),i29-49o552-570i,604
Q9NRX6,Protein kish-B (Transmembrane protein 167B),o9-24i48-69o,74
Q9NTJ5,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),i521-542o549-569i,587
Q9NV29,Transmembrane protein 100,i57-78o87-107i,134
Q9NV58,E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (RING finger protein 19A) (p38),i373-383o384-393i,838
Q9NV96,Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A),i50-70o325-346i,361
Q9NVH1,DnaJ homolog subfamily C member 11,i383-393o394-403i,559
Q9NVI7,ATPase family AAA domain-containing protein 3A,i296-306o307-316i,634
Q9NW97,Transmembrane protein 51,i13-33o65-83i,253
Q9NWD8,Transmembrane protein 248,i20-41o266-290i,314
Q9NWR8,"Calcium uniporter regulatory subunit MCUb, mitochondrial (MCUb) (Coiled-coil domain-containing protein 109B)",i219-242o251-268i,336
Q9NX40,OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen),i43-63o73-92i,245
Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)",i8-18o19-28i,359
Q9NXE4,Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III),i818-832o841-857i,866
Q9NXI6,E3 ubiquitin-protein ligase RNF186 (EC 2.3.2.27) (RING finger protein 186),i155-173o181-199i,227
Q9NY59,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II),i57-75o76-85i,655
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit),i30-40o41-51i,144
Q9P0N8,E3 ubiquitin-protein ligase MARCHF2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING finger protein 172) (RING-type E3 ubiquitin transferase MARCHF2),i142-160o173-197i,246
Q9P246,Stromal interaction molecule 2,i215-225o226-235i,746
Q9P2E8,E3 ubiquitin-protein ligase MARCHF4 (EC 2.3.2.27) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING finger protein 174) (RING-type E3 ubiquitin transferase MARCHF4),i238-257o272-292i,410
Q9P2X0,Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1),i4-26o38-58i,92
Q9UBI4,Stomatin-like protein 1 (SLP-1) (EPB72-like protein 1) (Protein unc-24 homolog) (Stomatin-related protein) (STORP),i58-68o69-79i,398
Q9UBL9,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),i41-62o342-367i,471
Q9UBX3,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10),i200-210o211-220i,287
Q9UHC3,Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1),i43-60o438-457i,531
Q9UHE5,N-acetyltransferase 8 (EC 2.3.1.-) (Acetyltransferase 2) (ATase2) (Camello-like protein 1) (Cysteinyl-conjugate N-acetyltransferase) (CCNAT) (EC 2.3.1.80),i42-57o60-78i,227
Q9UHF3,Putative N-acetyltransferase 8B (EC 2.3.1.-) (Acetyltransferase 1) (ATase1) (Camello-like protein 2),i42-57o60-78i,227
Q9UL01,Dermatan-sulfate epimerase (DS epimerase) (EC 5.1.3.19) (Chondroitin-glucuronate 5-epimerase) (Squamous cell carcinoma antigen recognized by T-cells 2) (SART-2),o903-923i934-950o,958
Q9UQ90,Paraplegin (EC 3.4.24.-) (Cell matrix adhesion regulator) (Spastic paraplegia 7 protein),i142-162o254-272i,795
Q9Y227,Ectonucleoside triphosphate diphosphohydrolase 4 (NTPDase 4) (EC 3.6.1.15) (EC 3.6.1.6) (Golgi UDPase) (Lysosomal apyrase-like protein of 70 kDa) (Uridine-diphosphatase) (UDPase) (EC 3.6.1.42),i34-54o565-583i,616
Q9Y241,"HIG1 domain family member 1A, mitochondrial (Hypoxia-inducible gene 1 protein) (RCF1 homolog A) (RCF1a)",o29-49i65-84o,93
Q9Y282,Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Serologically defined breast cancer antigen NY-BR-84),i26-46o344-362i,383
Q9Y2U8,Inner nuclear membrane protein Man1 (LEM domain-containing protein 3),i473-493o628-649i,911
Q9Y4W6,AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein),i146-163o253-271i,797
Q9Y5T4,DnaJ homolog subfamily C member 15 (Cell growth-inhibiting gene 22 protein) (Methylation-controlled J protein) (MCJ),i36-46o47-56i,150
Q9Y5U9,Immediate early response 3-interacting protein 1,o8-22i61-81o,82
Q9Y5W7,Sorting nexin-14,i30-46o49-69i,946
Q9Y5W8,Sorting nexin-13 (RGS domain- and PHOX domain-containing protein) (RGS-PX1),i10-31o32-50i,968
Q9Y619,Mitochondrial ornithine transporter 1 (Solute carrier family 25 member 15),i210-220o221-230i,301
Q9Y679,Lipid droplet-regulating VLDL assembly factor AUP1 (Ancient ubiquitous protein 1),i25-37o38-47i,410
Q9Y691,"Calcium-activated potassium channel subunit beta-2 (BK channel subunit beta-2) (BKbeta2) (Hbeta2) (Calcium-activated potassium channel, subfamily M subunit beta-2) (Charybdotoxin receptor subunit beta-2) (Hbeta3) (K(VCA)beta-2) (Maxi K channel subunit beta-2) (Slo-beta-2)",i47-70o200-220i,235
Q9Y6A9,Signal peptidase complex subunit 1 (Microsomal signal peptidase 12 kDa subunit) (SPase 12 kDa subunit),i89-109o114-131i,169
Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial",i96-106o107-116i,276
A0PJW6,Transmembrane protein 223,i45-67o96-116i,202
A6NNE9,E3 ubiquitin-protein ligase MARCHF11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCHF11),i243-264o278-299i,402
A8MV81,HIG1 domain family member 1C,i27-47o64-83i,97
O71037,Endogenous retrovirus group K member 19 Env polyprotein (EnvK3 protein) (Envelope polyprotein) (HERV-K(C19) envelope protein) (HERV-K_19q11 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i79-88o638-654i,699
P51689,Arylsulfatase D (ASD) (EC 3.1.6.-),o200-217i229-244o,593
P54793,Arylsulfatase F (ASF) (EC 3.1.6.1),o188-208i216-232o,590
P56378,"ATP synthase subunit ATP5MJ, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ) (ATP synthase membrane subunit 6.8PL)",i20-30o31-40i,58
P56385,"ATP synthase subunit e, mitochondrial (ATPase subunit e) (ATP synthase membrane subunit e) [Cleaved into: ATP synthase subunit e, mitochondrial, N-terminally processed]",i10-20o21-30i,69
P61565,Endogenous retrovirus group K member 21 Env polyprotein (EnvK1 protein) (Envelope polyprotein) (HERV-K_12q14.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i75-90o637-646i,698
