Name,Protein name,Orientation,Length
P51608,Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2),i,486
P51610,Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6],i,2035
P51617,Interleukin-1 receptor-associated kinase 1 (IRAK-1) (EC 2.7.11.1),i,712
P51636,Caveolin-2,i,162
P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)",i,535
P51654,Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Glypican-3 alpha subunit; Glypican-3 beta subunit],o,580
P51659,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",i,736
P51665,26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40),i,324
P51668,Ubiquitin-conjugating enzyme E2 D1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D1) (Stimulator of Fe transport) (SFT) (UBC4/5 homolog) (UbcH5) (Ubiquitin carrier protein D1) (Ubiquitin-conjugating enzyme E2(17)KB 1) (Ubiquitin-conjugating enzyme E2-17 kDa 1) (Ubiquitin-protein ligase D1),i,147
P51671,Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11),o,97
P51687,"Sulfite oxidase, mitochondrial (EC 1.8.3.1)",i,545
P51688,N-sulphoglucosamine sulphohydrolase (EC 3.10.1.1) (Sulfoglucosamine sulfamidase) (Sulphamidase),o,502
P51692,Signal transducer and activator of transcription 5B,i,787
P51784,Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11),i,963
P51808,Dynein light chain Tctex-type 3 (Protein 91/23) (T-complex-associated testis-expressed 1-like),i,116
P51812,Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2),i,740
P51813,Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38),i,675
P51814,Zinc finger protein 41,i,821
P51816,AF4/FMR2 family member 2 (Protein FMR-2) (FMR2P) (Protein Ox19),i,1311
P51817,cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1),i,358
P51825,AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4),i,1210
P51826,AF4/FMR2 family member 3 (Lymphoid nuclear protein related to AF4) (Protein LAF-4),i,1226
P51843,Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1),i,470
P51854,Transketolase-like protein 1 (EC 2.2.1.1) (Transketolase 2) (TK 2) (Transketolase-related protein),i,596
P51857,Aldo-keto reductase family 1 member D1 (EC 1.3.1.3) (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase),i,326
P51858,Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2),i,240
P51878,Caspase-5 (CASP-5) (EC 3.4.22.58) (ICE(rel)-III) (Protease ICH-3) (Protease TY) [Cleaved into: Caspase-5 subunit p20; Caspase-5 subunit p10],i,434
P51884,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),o,338
P51888,Prolargin (Proline-arginine-rich end leucine-rich repeat protein),o,382
P51946,Cyclin-H (MO15-associated protein) (p34) (p37),i,323
P51948,CDK-activating kinase assembly factor MAT1 (CDK7/cyclin-H assembly factor) (Cyclin-G1-interacting protein) (Menage a trois) (RING finger protein 66) (RING finger protein MAT1) (p35) (p36),i,309
P51955,Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1),i,445
P51956,Serine/threonine-protein kinase Nek3 (EC 2.7.11.1) (HSPK 36) (Never in mitosis A-related kinase 3) (NimA-related protein kinase 3),i,506
P51957,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2) (Serine/threonine-protein kinase NRK2),i,841
P51959,Cyclin-G1 (Cyclin-G),i,295
P51965,Ubiquitin-conjugating enzyme E2 E1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme E1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme E1) (UbcH6) (Ubiquitin carrier protein E1) (Ubiquitin-protein ligase E1),i,193
P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit),i,172
P51991,Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3),i,378
P52179,Myomesin-1 (190 kDa connectin-associated protein) (190 kDa titin-associated protein) (Myomesin family member 1),i,1685
P52198,Rho-related GTP-binding protein RhoN (Rho family GTPase 2) (Rho-related GTP-binding protein Rho7) (Rnd2),i,227
P52209,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",i,483
P52272,Heterogeneous nuclear ribonucleoprotein M (hnRNP M),i,730
P52292,Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha),i,529
P52294,"Importin subunit alpha-5 (Karyopherin subunit alpha-1) (Nucleoprotein interactor 1) (NPI-1) (RAG cohort protein 2) (SRP1-beta) [Cleaved into: Importin subunit alpha-5, N-terminally processed]",i,538
P52298,Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1),i,156
P52306,Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein),i,607
P52333,Tyrosine-protein kinase JAK3 (EC 2.7.10.2) (Janus kinase 3) (JAK-3) (Leukocyte janus kinase) (L-JAK),i,1124
P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (DNA-directed RNA polymerase II subunit H) (DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide) (RPB17) (RPB8 homolog) (hRPB8)",i,150
P52435,DNA-directed RNA polymerase II subunit RPB11-a (RNA polymerase II subunit B11-a) (RPB11a) (DNA-directed RNA polymerase II subunit J-1) (RNA polymerase II 13.3 kDa subunit),i,117
P52564,Dual specificity mitogen-activated protein kinase kinase 6 (MAP kinase kinase 6) (MAPKK 6) (EC 2.7.12.2) (MAPK/ERK kinase 6) (MEK 6) (Stress-activated protein kinase kinase 3) (SAPK kinase 3) (SAPKK-3) (SAPKK3),i,334
P52565,Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha),i,204
P52566,Rho GDP-dissociation inhibitor 2 (Rho GDI 2) (Ly-GDI) (Rho-GDI beta),i,201
P52594,Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein),i,562
P52597,"Heterogeneous nuclear ribonucleoprotein F (hnRNP F) (Nucleolin-like protein mcs94-1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]",i,415
P52630,Signal transducer and activator of transcription 2 (p113),i,851
P52655,Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)],i,376
P52657,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA p12 subunit) (TFIIA-12) (TFIIAS) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma),i,109
P52701,DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160),i,1360
P52732,Kinesin-like protein KIF11 (Kinesin-like protein 1) (Kinesin-like spindle protein HKSP) (Kinesin-related motor protein Eg5) (Thyroid receptor-interacting protein 5) (TR-interacting protein 5) (TRIP-5),i,1056
P52735,Guanine nucleotide exchange factor VAV2 (VAV-2),i,878
P52736,Zinc finger protein 133 (Zinc finger protein 150),i,654
P52738,Zinc finger protein 140,i,457
P52739,Zinc finger protein 131,i,623
P52742,Zinc finger protein 135 (Zinc finger protein 61) (Zinc finger protein 78-like 1),i,658
P52744,Zinc finger protein 138,i,262
P52747,Zinc finger protein 143 (SPH-binding factor) (Selenocysteine tRNA gene transcription-activating factor) (hStaf),i,638
P52756,RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9),i,815
P52757,Beta-chimaerin (Beta-chimerin) (Rho GTPase-activating protein 3),i,468
P52758,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (14.5 kDa translational inhibitor protein) (hp14.5) (p14.5) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog),i,137
P52788,Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase),i,366
P52789,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase),i,917
P52790,Hexokinase-3 (EC 2.7.1.1) (Hexokinase type III) (HK III) (Hexokinase-C),i,923
P52797,Ephrin-A3 (EFL-2) (EHK1 ligand) (EHK1-L) (EPH-related receptor tyrosine kinase ligand 3) (LERK-3),o,238
P52798,Ephrin-A4 (EPH-related receptor tyrosine kinase ligand 4) (LERK-4),o,201
P52803,Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7),o,228
P52815,"Large ribosomal subunit protein bL12m (39S ribosomal protein L12, mitochondrial) (L12mt) (MRP-L12) (5c5-2)",i,198
P52823,Stanniocalcin-1 (STC-1),o,247
P52824,Diacylglycerol kinase theta (DAG kinase theta) (DGKtheta) (EC 2.7.1.107) (Diglyceride kinase theta) (DGK-theta),i,942
P52888,Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78),i,689
P52895,Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357),i,323
P52907,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),i,286
P52926,High mobility group protein HMGI-C (High mobility group AT-hook protein 2),i,109
P52945,Pancreas/duodenum homeobox protein 1 (PDX-1) (Glucose-sensitive factor) (GSF) (Insulin promoter factor 1) (IPF-1) (Insulin upstream factor 1) (IUF-1) (Islet/duodenum homeobox-1) (IDX-1) (Somatostatin-transactivating factor 1) (STF-1),i,283
P52948,Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)],i,1817
P52951,Homeobox protein GBX-2 (Gastrulation and brain-specific homeobox protein 2),i,348
P52952,Homeobox protein Nkx-2.5 (Cardiac-specific homeobox) (Homeobox protein CSX) (Homeobox protein NK-2 homolog E),i,324
P52954,Transcription factor LBX1 (Ladybird homeobox protein homolog 1),i,281
P52961,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 1) (ARTC1) (Mono(ADP-ribosyl)transferase 1) (CD antigen CD296),o,327
P53004,Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase),i,296
P53007,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",i,311
P53041,Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT),i,499
P53350,Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13),i,603
P53355,Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1),i,1430
P53365,Arfaptin-2 (ADP-ribosylation factor-interacting protein 2) (Partner of RAC1) (POR1),i,341
P53367,Arfaptin-1 (ADP-ribosylation factor-interacting protein 1),i,373
P53370,Nucleoside diphosphate-linked moiety X motif 6 (Nudix motif 6) (EC 3.6.1.-) (Antisense basic fibroblast growth factor) (Protein GFG),i,316
P53384,Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1),i,320
P53396,ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme),i,1101
P53420,Collagen alpha-4(IV) chain,o,1690
P53539,"Protein FosB (FosB proto-oncogene, AP-1 transcription factor subunit) (G0/G1 switch regulatory protein 3) (Transcription factor AP-1 subunit FosB)",i,338
P53567,CCAAT/enhancer-binding protein gamma (C/EBP gamma),i,150
P53582,Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1),i,386
P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)",i,346
P53602,Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase),i,400
P53609,Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (Type I protein geranyl-geranyltransferase subunit beta),i,377
P53611,Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta),i,331
P53618,Coatomer subunit beta (Beta-coat protein) (Beta-COP),i,953
P53621,Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin],i,1224
P53634,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],o,463
P53667,LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1),i,647
P53671,LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1),i,638
P53672,Beta-crystallin A2 (Beta-A2 crystallin),i,197
P53673,Beta-crystallin A4 (Beta-A4 crystallin),i,196
P53674,Beta-crystallin B1 (Beta-B1 crystallin),i,252
P53675,Clathrin heavy chain 2 (Clathrin heavy chain on chromosome 22) (CLH-22),i,1640
P53677,AP-3 complex subunit mu-2 (Adaptor-related protein complex 3 subunit mu-2) (Clathrin assembly protein assembly protein complex 3 mu-2 medium chain) (Clathrin coat assembly protein AP47 homolog 2) (Clathrin coat-associated protein AP47 homolog 2) (Golgi adaptor AP-1 47 kDa protein homolog 2) (HA1 47 kDa subunit homolog 2) (Mu3B-adaptin) (P47B),i,418
P53680,AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (HA2 17 kDa subunit) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin),i,142
P53701,Holocytochrome c-type synthase (EC 4.4.1.17) (Cytochrome c-type heme lyase),i,268
P53778,Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3),i,367
P53779,Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3),i,464
P53803,"DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha) (DNA-directed RNA polymerase II subunit K) (RNA polymerase II 7.0 kDa subunit) (RPB7.0) (RPB10alpha)",i,58
P53804,E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3),i,2025
P53805,Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1),i,252
P53814,Smoothelin,i,917
P53816,Phospholipase A and acyltransferase 3 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Adipose-specific phospholipase A2) (AdPLA) (Group XVI phospholipase A1/A2) (H-rev 107 protein homolog) (H-REV107) (HREV107-1) (HRAS-like suppressor 1) (HRAS-like suppressor 3) (HRSL3) (HREV107-3) (Renal carcinoma antigen NY-REN-65),i,162
P53990,IST1 homolog (hIST1) (Charged multivesicular body protein 8) (CHMP8) (Putative MAPK-activating protein PM28),i,364
P53992,Protein transport protein Sec24C (SEC24-related protein C),i,1094
P53999,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14),i,127
P54098,DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit) (PolG-alpha),i,1239
P54105,"Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)",i,237
P54107,Cysteine-rich secretory protein 1 (CRISP-1) (AEG-like protein) (ARP) (Acidic epididymal glycoprotein homolog),o,249
P54108,Cysteine-rich secretory protein 3 (CRISP-3) (Specific granule protein of 28 kDa) (SGP28),o,245
P54132,"RecQ-like DNA helicase BLM (EC 3.6.4.12) (Bloom syndrome protein) (DNA helicase, RecQ-like type 2) (RecQ2) (RecQ protein-like 3)",i,1417
P54136,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",i,660
P54198,Protein HIRA (TUP1-like enhancer of split protein 1),i,1017
P54252,Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1) (Spinocerebellar ataxia type 3 protein),i,361
P54253,Ataxin-1 (Spinocerebellar ataxia type 1 protein),i,815
P54257,Huntingtin-associated protein 1 (HAP-1) (Neuroan 1),i,671
P54259,Atrophin-1 (Dentatorubral-pallidoluysian atrophy protein),i,1190
P54274,Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1),i,439
P54277,PMS1 protein homolog 1 (DNA mismatch repair protein PMS1),i,932
P54278,Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2),i,862
P54284,Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3),i,484
P54296,Myomesin-2 (165 kDa connectin-associated protein) (165 kDa titin-associated protein) (M-protein) (Myomesin family member 2),i,1465
P54315,Inactive pancreatic lipase-related protein 1 (PL-RP1),o,467
P54317,Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3),o,469
P54368,Ornithine decarboxylase antizyme 1 (AZ1) (ODC-Az),i,228
P54577,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]",i,528
P54578,Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14),i,494
P54619,5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg),i,331
P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31),i,552
P54652,Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2),o,639
P54687,"Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42) (Protein ECA39)",i,386
P54725,UV excision repair protein RAD23 homolog A (HR23A) (hHR23A),i,363
P54727,UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58),i,409
P54750,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (Cam-PDE 1A) (EC 3.1.4.17) (61 kDa Cam-PDE) (hCam-1)",i,535
P54802,Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form],o,743
P54803,Galactocerebrosidase (GALCERase) (EC 3.2.1.46) (Galactocerebroside beta-galactosidase) (Galactosylceramidase) (Galactosylceramide beta-galactosidase),o,685
P54819,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed]",i,239
P54821,Paired mesoderm homeobox protein 1 (Homeobox protein PHOX1) (Paired-related homeobox protein 1) (PRX-1),i,245
P54840,"Glycogen [starch] synthase, liver (EC 2.4.1.11)",i,703
P54845,Neural retina-specific leucine zipper protein (NRL),i,237
P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",i,508
P54886,Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)],i,795
P54920,Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha),i,295
P54922,ADP-ribosylhydrolase ARH1 (EC 3.2.2.19) (ADP-ribose-L-arginine cleaving enzyme) ([Protein ADP-ribosylarginine] hydrolase) (ADP-ribosylarginine hydrolase) (hARH1),i,357
P55000,Secreted Ly-6/uPAR-related protein 1 (SLURP-1) (ARS component B) (ARS(component B)-81/S) (Anti-neoplastic urinary protein) (ANUP),o,103
P55001,Microfibrillar-associated protein 2 (MFAP-2) (Microfibril-associated glycoprotein 1) (MAGP) (MAGP-1),o,183
P55008,Allograft inflammatory factor 1 (AIF-1) (Ionized calcium-binding adapter molecule 1) (Protein G1),i,147
P55010,Eukaryotic translation initiation factor 5 (eIF-5),i,431
P55036,26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein),i,377
P55039,Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-),i,364
P55040,GTP-binding protein GEM (GTP-binding mitogen-induced T-cell protein) (RAS-like protein KIR),i,296
P55042,GTP-binding protein RAD (RAD1) (Ras associated with diabetes),i,308
P55055,Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor),i,460
P55056,Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4),o,127
P55058,Phospholipid transfer protein (Lipid transfer protein II),o,493
P55060,Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter),i,971
P55072,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP),i,806
P55073,Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase),i,304
P55075,Fibroblast growth factor 8 (FGF-8) (Androgen-induced growth factor) (AIGF) (Heparin-binding growth factor 8) (HBGF-8),o,233
P55081,Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1),i,439
P55083,Microfibril-associated glycoprotein 4,o,255
